ward,no.,??Åfl,material,joint,diameter,length(m),leakage year,construction year,??ê›ÅhNêÅh,çXê∂ÅhNÅgx,çXê∂??? ,???ÃçÅˆ?v?èêÅh,Ågπ?H??Åf Åh??Q?zÅiÅÒ~Åj,?s?ØÅg??÷?ÃÅh??Q?zÅiÅÒ~Åj,ÅffêÅcÅh??Q?zÅiÅÒ~Åj,èCÅeUÅh??pÅiÅÒ~Åj,?RêÅcÅeπ?∏(ÅÒ~Åj,?O? ?ÅcêH??ê≥?WêÅh,Åg?? ?ÅcêH??ê≥?WêÅh,?zê›ÅhNÅgx??ê≥?WêÅh,?p????ê≥?WêÅh,???a??ê≥?WêÅh,ÅÒﬂ???Ã???Ã??RL(??Åj,???ÃÅh≠ê∂?\Åe™?ÆRN,RN?Ã?têÅh,?÷ÅÒv?Ã?∑?Z?WêÅh,Åh??pÅiê?ÅÒ~Åj,?÷ÅÒvÅiê?ÅÒ~Åj,Åh??p?÷ÅÒvÅh?,ÅÒﬂ???Ã???Ã??RL(??+1Åj,???ÃÅh≠ê∂?\Åe™?ÆRN',RN'?Ã?têÅh,?÷ÅÒv?Ã?∑?Z?WêÅh(2),?÷ÅÒv(2)Åiê?ÅÒ~Åj,Åh??p?÷ÅÒvÅh?(2),?ÅÒ?Åg?N
I,269,1.43,?c,?`,100,5,,1975,32,0,,0,"53,133","505,248","1,077,235","2,786,096","23,394",1,1,1,1,1,0.205,0.001,937,0.96,939,"4,267",4.12,1.218,0.006,158,0.96,"4,267",4.12,A
I,270,1.31,?c,?s,100,7,,1974,33,0,,0,"53,133","505,248","1,077,235","2,786,096","32,604",1,1,1,1,1,0.205,0.001,672,0.96,"1,309","4,276",2.96,1.218,0.009,113,0.96,"4,276",2.96,A
I,271,1.31,?c,?`,100,9,,1972,35,0,,0,"133,758","505,248","1,077,235","2,786,096","41,022",1,1,1,1,1,0.205,0.002,534,0.96,"1,647","4,362",2.4,1.218,0.011,90,0.96,"4,362",2.4,A
I,272,0.82,?c,?s,150,139,,1974,33,0,,0,"53,133","505,248","1,077,235","2,786,096","626,949",1,1,1,1,1,0.205,0.029,35,1.12,"25,167","5,655",0.2,1.218,0.17,6,3.92,"19,791",0.71,C
I,273,1.09,?c,?j,150,2,,2000,7,0,,0,0,"505,248","1,077,235","2,786,096","7,939",1,1,1,1,1,0.205,0,2761,0.96,319,"4,201",11.95,1.218,0.002,465,0.96,"4,201",11.95,A
I,274,1.31,?c,?s,200,18,,1988,19,0,,0,"1,610,800","505,248","1,077,235","2,786,096","80,922",1,1,1,1,1,0.205,0.004,271,0.96,"3,248","5,818",1.63,1.218,0.022,46,0.99,"6,000",1.68,A
I,275,1.09,?c,?r?Q,300,34,,2006,1,0,,0,"2,954,136","505,248","1,077,235","2,786,096","150,867",1,1,1,1,1,0.205,0.007,145,0.96,"6,056","7,175",1.08,1.218,0.041,24,1.35,"10,089",1.51,A
I,276,1.09,?c,?r?Q,300,79,,2006,1,0,,0,"2,954,136","505,248","1,077,235","2,786,096","356,804",1,1,1,1,1,0.205,0.016,61,0.96,"14,323","7,372",0.47,1.218,0.097,10,2.53,"19,429",1.23,B
I,277,1.09,?c,?r?Q,300,1,,1999,8,0,,0,"2,954,136","505,248","1,077,235","2,786,096","3,268",1,1,1,1,1,0.205,0,6708,0.96,131,"7,033",48.72,1.218,0.001,1130,0.96,"7,033",48.72,A
I,278,1.1,?c,?s,150,441,,1982,25,0,,0,"1,610,800","505,248","1,077,235","2,786,096","1,983,825",1,1,1,1,1,0.205,0.091,11,2.35,"79,634","18,714",0.21,1.218,0.537,2,10.88,"86,640",0.99,C
I,279,1.09,?c,?r?Q,300,16,,1999,8,0,,0,"1,610,800","505,248","1,077,235","2,786,096","72,656",1,1,1,1,1,0.205,0.003,302,0.96,"2,917","5,810",1.81,1.218,0.02,51,0.96,"5,810",1.81,A
I,280,1.09,?c,?j,100,1,,1999,8,0,,0,"53,133","505,248","1,077,235","2,786,096","6,382",1,1,1,1,1,0.205,0,3435,0.96,256,"4,251",15.07,1.218,0.002,579,0.96,"4,251",15.07,A
I,281,1.09,?c,?m?r,150,292,,1999,8,0,,0,"1,610,800","505,248","1,077,235","2,786,096","1,311,550",1,1,1,1,1,0.205,0.06,17,1.69,"52,647","12,322",0.21,1.218,0.355,3,7.4,"53,953",0.93,C
I,282,1.43,?c,?j,100,2,,2004,3,0,,0,"133,758","505,248","1,077,235","2,786,096","9,253",1,1,1,1,1,0.205,0,2369,0.96,371,"4,331",10.59,1.218,0.003,399,0.96,"4,331",10.59,A
I,283,0.82,?c,?s,150,15,,1974,33,0,,0,"53,133","505,248","1,077,235","2,786,096","67,625",1,1,1,1,1,0.205,0.003,324,0.96,"2,715","4,310",1.44,1.218,0.018,55,0.96,"4,310",1.44,A
I,284,1.09,?c,?r?Q,300,6,,1999,8,0,,0,"2,954,136","505,248","1,077,235","2,786,096","28,372",1,1,1,1,1,0.205,0.001,773,0.96,"1,139","7,057",5.62,1.218,0.008,130,0.96,"7,057",5.62,A
I,285,0.82,?c,?m?r,200,154,,2004,3,0,,0,"133,758","505,248","1,077,235","2,786,096","693,766",1,1,1,1,1,0.205,0.032,32,1.17,"27,849","6,079",0.2,1.218,0.188,5,4.61,"23,954",0.78,C
I,286,0.82,?c,?m?r,150,11,,2004,3,0,,0,"133,758","505,248","1,077,235","2,786,096","51,586",1,1,1,1,1,0.205,0.002,425,0.96,"2,071","4,372",1.92,1.218,0.014,72,0.96,"4,372",1.92,A
I,287,0.82,?c,?j,150,5,,2004,3,0,,0,"133,758","505,248","1,077,235","2,786,096","23,649",1,1,1,1,1,0.205,0.001,927,0.96,949,"4,345",4.15,1.218,0.006,156,0.96,"4,345",4.15,A
I,288,1.09,?c,?r?Q,300,48,,1998,9,0,,0,"2,954,136","505,248","1,077,235","2,786,096","216,865",1,1,1,1,1,0.205,0.01,101,0.96,"8,705","7,238",0.75,1.218,0.059,17,1.69,"12,742",1.33,B
I,289,1.09,?c,?m?r,150,2,,2006,1,0,,0,"2,954,136","505,248","1,077,235","2,786,096","10,388",1,1,1,1,1,0.205,0,2110,0.96,417,"7,040",15.32,1.218,0.003,355,0.96,"7,040",15.32,A
I,290,1.09,?c,?s,150,57,,1989,18,0,,0,"1,610,800","505,248","1,077,235","2,786,096","257,725",1,1,1,1,1,0.205,0.012,85,0.96,"10,345","5,988",0.53,1.218,0.07,14,1.95,"12,162",1.07,B
I,291,1.1,?c,?r?Q,300,98,,1999,8,0,,0,"133,758","505,248","1,077,235","2,786,096","438,698",1,1,1,1,1,0.205,0.02,50,0.96,"17,610","4,743",0.24,1.218,0.119,8,3.05,"15,070",0.78,C
I,292,1.29,?c,?j,300,39,,1992,15,0,,0,"133,758","505,248","1,077,235","2,786,096","174,781",1,1,1,1,1,0.205,0.008,125,0.96,"7,016","4,490",0.58,1.218,0.047,21,1.47,"6,875",0.89,C
I,293,1.1,?c,?s,150,170,,1974,33,0,,0,"133,758","505,248","1,077,235","2,786,096","763,847",1,1,1,1,1,0.205,0.035,29,1.23,"30,662","6,477",0.19,1.218,0.207,5,4.61,"24,277",0.72,C
I,294,1.09,?c,?`,150,2,,1970,37,0,,0,"53,133","505,248","1,077,235","2,786,096","8,150",1,1,1,1,1,0.205,0,2690,0.96,327,"4,253",11.8,1.218,0.002,453,0.96,"4,253",11.8,A
I,295,1.1,?c,?m?r,100,8,,2000,7,0,,0,"1,610,800","505,248","1,077,235","2,786,096","34,922",1,1,1,1,1,0.205,0.002,628,0.96,"1,402","5,774",3.74,1.218,0.009,106,0.96,"5,774",3.74,A
I,296,1.29,?c,?s,150,56,,1982,25,0,,0,"133,758","505,248","1,077,235","2,786,096","251,562",1,1,1,1,1,0.205,0.011,87,0.96,"10,098","4,564",0.41,1.218,0.068,15,1.85,"8,795",0.79,C
I,297,1.15,?c,?s,150,92,,1982,25,0,,0,"133,758","505,248","1,077,235","2,786,096","411,603",1,1,1,1,1,0.205,0.019,53,0.96,"16,522","4,717",0.26,1.218,0.111,9,2.77,"13,612",0.75,C
I,298,1.1,?c,?m?r,150,254,,2000,7,0,,0,"1,610,800","505,248","1,077,235","2,786,096","1,144,190",1,1,1,1,1,0.205,0.052,19,1.58,"45,929","11,255",0.22,1.218,0.31,3,7.4,"52,714",1.04,B
I,299,1.29,?c,?j,300,3,,1996,11,0,,0,"536,574","505,248","1,077,235","2,786,096","12,599",1,1,1,1,1,0.205,0.001,1740,0.96,506,"4,721",8.47,1.218,0.003,293,0.96,"4,721",8.47,A
I,300,1.29,?c,?s,100,128,,1992,15,0,,0,"1,610,800","505,248","1,077,235","2,786,096","575,423",1,1,1,1,1,0.205,0.026,38,1.08,"23,098","7,079",0.28,1.218,0.156,6,3.92,"25,695",1.01,B
I,301,1.1,?c,?m?r,100,30,,1999,8,0,,0,"53,133","505,248","1,077,235","2,786,096","134,714",1,1,1,1,1,0.205,0.006,163,0.96,"5,408","4,374",0.73,1.218,0.036,27,1.27,"5,787",0.97,C
I,302,1.1,?c,?j,150,3,,2000,7,0,,0,"133,758","505,248","1,077,235","2,786,096","14,453",1,1,1,1,1,0.205,0.001,1517,0.96,580,"4,336",6.78,1.218,0.004,255,0.96,"4,336",6.78,A
I,303,1.1,?c,?r?Q,300,25,,2000,7,0,,0,"133,758","505,248","1,077,235","2,786,096","111,467",1,1,1,1,1,0.205,0.005,197,0.96,"4,474","4,429",0.9,1.218,0.03,33,1.15,"5,306",1.08,B
I,304,1.15,?c,?s,150,132,,1978,29,0,,0,"133,758","505,248","1,077,235","2,786,096","593,653",1,1,1,1,1,0.205,0.027,37,1.09,"23,830","5,555",0.21,1.218,0.161,6,3.92,"19,976",0.76,C
I,305,1.29,?c,?s,100,82,,1994,13,0,,0,"536,574","505,248","1,077,235","2,786,096","367,555",1,1,1,1,1,0.205,0.017,60,0.96,"14,754","5,062",0.31,1.218,0.1,10,2.53,"13,340",0.82,C
I,306,1.29,?c,?s,150,14,,1994,13,0,,0,"536,574","505,248","1,077,235","2,786,096","64,541",1,1,1,1,1,0.205,0.003,340,0.96,"2,591","4,771",1.67,1.218,0.017,57,0.96,"4,771",1.67,A
I,307,1.43,?c,?m?r,200,350,,1997,10,0,,0,"2,954,136","505,248","1,077,235","2,786,096","1,574,759",1,1,1,1,1,0.205,0.072,14,1.95,"63,213","17,350",0.25,1.218,0.426,2,10.88,"96,805",1.39,B
I,308,1.1,?c,?m?r,150,114,,1999,8,0,,0,"133,758","505,248","1,077,235","2,786,096","513,274",1,1,1,1,1,0.205,0.023,43,1.02,"20,604","5,116",0.23,1.218,0.139,7,3.42,"17,153",0.76,C
I,309,1.43,?c,?`,300,40,,1965,42,0,,0,"2,954,136","505,248","1,077,235","2,786,096","181,814",1,1,1,1,1,0.205,0.008,121,0.96,"7,298","7,204",0.9,1.218,0.049,20,1.52,"11,407",1.42,B
I,310,1.1,?c,?m?r,100,6,,2000,7,0,,0,"1,610,800","505,248","1,077,235","2,786,096","29,187",1,1,1,1,1,0.205,0.001,751,0.96,"1,172","5,768",4.47,1.218,0.008,127,0.96,"5,768",4.47,A
I,311,1.1,?c,?j,100,4,,2000,7,0,,0,"1,610,800","505,248","1,077,235","2,786,096","16,877",1,1,1,1,1,0.205,0.001,1299,0.96,677,"5,756",7.72,1.218,0.005,219,0.96,"5,756",7.72,A
I,312,1.29,?c,?s,100,3,,1996,11,0,,0,"536,574","505,248","1,077,235","2,786,096","13,671",1,1,1,1,1,0.205,0.001,1603,0.96,549,"4,722",7.8,1.218,0.004,270,0.96,"4,722",7.8,A
I,313,1.1,?c,?s,100,5,,1979,28,0,,0,"2,954,136","505,248","1,077,235","2,786,096","23,276",1,1,1,1,1,0.205,0.001,942,0.96,934,"7,052",6.85,1.218,0.006,159,0.96,"7,052",6.85,A
I,314,1.1,?c,?s,100,4,,1979,28,0,,0,"133,758","505,248","1,077,235","2,786,096","16,468",1,1,1,1,1,0.205,0.001,1331,0.96,661,"4,338",5.96,1.218,0.004,224,0.96,"4,338",5.96,A
I,315,1.43,?c,?j,200,4,,2003,4,0,,0,"2,954,136","505,248","1,077,235","2,786,096","17,615",1,1,1,1,1,0.205,0.001,1244,0.96,707,"7,047",9.04,1.218,0.005,210,0.96,"7,047",9.04,A
I,316,1.29,?c,?r?Q,150,8,,1999,8,0,,0,"536,574","505,248","1,077,235","2,786,096","36,642",1,1,1,1,1,0.205,0.002,598,0.96,"1,471","4,744",2.93,1.218,0.01,101,0.96,"4,744",2.93,A
I,317,1.1,?c,?s,150,138,,1974,33,0,,0,"53,133","505,248","1,077,235","2,786,096","618,931",1,1,1,1,1,0.205,0.028,35,1.12,"24,845","5,646",0.21,1.218,0.168,6,3.92,"19,759",0.72,C
I,318,1.1,?c,?m?r,200,88,,1999,8,0,,0,"133,758","505,248","1,077,235","2,786,096","396,737",1,1,1,1,1,0.205,0.018,55,0.96,"15,926","4,703",0.27,1.218,0.107,9,2.77,"13,570",0.77,C
I,319,1.15,?c,?s,150,170,,1996,11,0,,0,"133,758","505,248","1,077,235","2,786,096","762,529",1,1,1,1,1,0.205,0.035,29,1.23,"30,609","6,476",0.19,1.218,0.207,5,4.61,"24,271",0.72,C
I,320,1.15,?c,?s,150,6,,1978,29,0,,0,"133,758","505,248","1,077,235","2,786,096","24,758",1,1,1,1,1,0.205,0.001,885,0.96,994,"4,346",3.97,1.218,0.007,149,0.96,"4,346",3.97,A
I,321,1.15,?c,?s,150,51,,1978,29,0,,0,"1,610,800","505,248","1,077,235","2,786,096","227,762",1,1,1,1,1,0.205,0.01,96,0.96,"9,143","5,959",0.59,1.218,0.062,16,1.76,"10,925",1.08,B
I,322,1.15,?c,?m?r,150,104,,1997,10,0,,0,"133,758","505,248","1,077,235","2,786,096","467,926",1,1,1,1,1,0.205,0.021,47,0.98,"18,783","4,871",0.24,1.218,0.127,8,3.05,"15,159",0.73,C
I,323,1.15,?c,?s,150,4,,1996,11,0,,0,"133,758","505,248","1,077,235","2,786,096","17,556",1,1,1,1,1,0.205,0.001,1249,0.96,705,"4,339",5.58,1.218,0.005,210,0.96,"4,339",5.58,A
I,324,1.15,?c,?s,150,5,,1982,25,0,,0,"133,758","505,248","1,077,235","2,786,096","21,283",1,1,1,1,1,0.205,0.001,1030,0.96,854,"4,343",4.61,1.218,0.006,173,0.96,"4,343",4.61,A
I,325,1.29,?c,?s,150,98,,1982,25,0,,0,"133,758","505,248","1,077,235","2,786,096","442,597",1,1,1,1,1,0.205,0.02,50,0.96,"17,766","4,747",0.24,1.218,0.12,8,3.05,"15,082",0.77,C
I,326,1.29,?c,?s,150,356,,1996,11,0,,0,"2,954,136","505,248","1,077,235","2,786,096","1,602,618",1,1,1,1,1,0.205,0.073,14,1.95,"64,331","17,404",0.25,1.218,0.434,2,10.88,"97,108",1.37,B
I,327,1.29,?c,?s,100,9,,1996,11,0,,0,"536,574","505,248","1,077,235","2,786,096","38,348",1,1,1,1,1,0.205,0.002,572,0.96,"1,539","4,746",2.8,1.218,0.01,96,0.96,"4,746",2.8,A
I,328,1.29,?c,?s,100,7,,1994,13,0,,0,"536,574","505,248","1,077,235","2,786,096","29,836",1,1,1,1,1,0.205,0.001,735,0.96,"1,198","4,738",3.59,1.218,0.008,124,0.96,"4,738",3.59,A
I,329,1.29,?c,?j,100,3,,1997,10,0,,0,"133,758","505,248","1,077,235","2,786,096","15,383",1,1,1,1,1,0.205,0.001,1425,0.96,618,"4,337",6.37,1.218,0.004,240,0.96,"4,337",6.37,A
I,330,1.28,?c,?m?r,150,362,,2006,1,0,,0,"133,758","505,248","1,077,235","2,786,096","1,628,989",1,1,1,1,1,0.205,0.074,13,2.06,"65,390","12,631",0.18,1.218,0.441,2,10.88,"66,709",0.93,C
I,331,1.29,?c,?s,100,4,,1996,11,0,,0,"536,574","505,248","1,077,235","2,786,096","16,480",1,1,1,1,1,0.205,0.001,1330,0.96,662,"4,725",6.48,1.218,0.004,224,0.96,"4,725",6.48,A
I,332,1.29,?c,?s,150,344,,1982,25,0,,0,"133,758","505,248","1,077,235","2,786,096","1,545,448",1,1,1,1,1,0.205,0.071,14,1.95,"62,036","11,793",0.17,1.218,0.419,2,10.88,"65,800",0.96,C
I,333,1.28,?c,?m?r,100,11,,2006,1,0,,0,"53,133","505,248","1,077,235","2,786,096","51,251",1,1,1,1,1,0.205,0.002,428,0.96,"2,057","4,294",1.89,1.218,0.014,72,0.96,"4,294",1.89,A
I,334,1.28,?c,?j,100,4,,2006,1,0,,0,"53,133","505,248","1,077,235","2,786,096","16,406",1,1,1,1,1,0.205,0.001,1336,0.96,659,"4,261",5.87,1.218,0.004,225,0.96,"4,261",5.87,A
I,335,1.28,?c,?j,150,8,,2006,1,0,,0,"53,133","505,248","1,077,235","2,786,096","36,212",1,1,1,1,1,0.205,0.002,605,0.96,"1,454","4,280",2.67,1.218,0.01,102,0.96,"4,280",2.67,A
I,336,1.28,?c,?j,150,5,,2006,1,0,,0,"53,133","505,248","1,077,235","2,786,096","21,393",1,1,1,1,1,0.205,0.001,1025,0.96,859,"4,265",4.51,1.218,0.006,173,0.96,"4,265",4.51,A
I,337,1.28,?c,?m?r,200,455,,2006,1,0,,0,"133,758","505,248","1,077,235","2,786,096","2,048,285",1,1,1,1,1,0.205,0.093,11,2.35,"82,221","15,394",0.17,1.218,0.555,2,10.88,"71,271",0.79,C
I,338,1.28,?c,?s,150,237,,1978,29,0,,0,"133,758","505,248","1,077,235","2,786,096","1,064,067",1,1,1,1,1,0.205,0.049,21,1.47,"42,713","8,183",0.17,1.218,0.288,3,7.4,"41,191",0.88,C
I,339,1.28,?c,?j,150,8,,2006,1,0,,0,"53,133","505,248","1,077,235","2,786,096","35,886",1,1,1,1,1,0.205,0.002,611,0.96,"1,441","4,279",2.69,1.218,0.01,103,0.96,"4,279",2.69,A
I,340,1.28,?c,?m?r,150,50,,2006,1,0,,0,"2,954,136","505,248","1,077,235","2,786,096","226,196",1,1,1,1,1,0.205,0.01,97,0.96,"9,080","7,247",0.72,1.218,0.061,16,1.76,"13,286",1.33,B
I,341,1.28,?c,?`,150,100,,1969,38,0,,0,"2,954,136","505,248","1,077,235","2,786,096","449,808",1,1,1,1,1,0.205,0.021,49,0.96,"18,056","7,462",0.38,1.218,0.122,8,3.05,"23,706",1.19,B
I,342,1.28,?c,?s,150,51,,1994,13,0,,0,"53,133","505,248","1,077,235","2,786,096","228,316",1,1,1,1,1,0.205,0.01,96,0.96,"9,165","4,464",0.44,1.218,0.062,16,1.76,"8,184",0.81,C
I,343,1.28,?c,?s,100,2,,1978,29,0,,0,"53,133","505,248","1,077,235","2,786,096","7,363",1,1,1,1,1,0.205,0,2977,0.96,296,"4,252",13.04,1.218,0.002,501,0.96,"4,252",13.04,A
I,344,1.15,?c,?s,150,166,,1976,31,0,,0,"1,610,800","505,248","1,077,235","2,786,096","747,518",1,1,1,1,1,0.205,0.034,29,1.23,"30,006","8,274",0.25,1.218,0.202,5,4.61,"31,011",0.94,C
I,345,1.28,?c,?`,150,44,,1968,39,0,,0,0,"505,248","1,077,235","2,786,096","197,713",1,1,1,1,1,0.205,0.009,111,0.96,"7,936","4,384",0.5,1.218,0.054,19,1.58,"7,215",0.82,C
I,346,1.15,?c,?`,300,16,,1966,41,0,,0,"133,758","505,248","1,077,235","2,786,096","72,562",1,1,1,1,1,0.205,0.003,302,0.96,"2,913","4,392",1.37,1.218,0.02,51,0.96,"4,392",1.37,A
I,347,1.15,?c,?j,300,3,,1996,11,0,,0,"133,758","505,248","1,077,235","2,786,096","13,303",1,1,1,1,1,0.205,0.001,1648,0.96,534,"4,335",7.37,1.218,0.004,278,0.96,"4,335",7.37,A
I,348,1.15,?c,?j,100,6,,2002,5,0,,0,"53,133","505,248","1,077,235","2,786,096","25,752",1,1,1,1,1,0.205,0.001,851,0.96,"1,034","4,270",3.75,1.218,0.007,143,0.96,"4,270",3.75,A
I,349,1.15,?c,?s,100,4,,1996,11,0,,0,"133,758","505,248","1,077,235","2,786,096","17,612",1,1,1,1,1,0.205,0.001,1245,0.96,707,"4,339",5.57,1.218,0.005,210,0.96,"4,339",5.57,A
I,350,1.15,?c,?s,150,3,,1977,30,0,,0,"1,610,800","505,248","1,077,235","2,786,096","14,491",1,1,1,1,1,0.205,0.001,1513,0.96,582,"5,754",8.97,1.218,0.004,255,0.96,"5,754",8.97,A
I,351,1.15,?c,?s,150,3,,1993,14,0,,0,"1,610,800","505,248","1,077,235","2,786,096","13,740",1,1,1,1,1,0.205,0.001,1595,0.96,552,"5,753",9.46,1.218,0.004,269,0.96,"5,753",9.46,A
I,352,1.29,?c,?s,150,3,,1978,29,0,,0,"2,954,136","505,248","1,077,235","2,786,096","14,377",1,1,1,1,1,0.205,0.001,1525,0.96,577,"7,044",11.08,1.218,0.004,257,0.96,"7,044",11.08,A
I,353,1.28,?c,?m?r,100,84,,2006,1,0,,0,"133,758","505,248","1,077,235","2,786,096","376,261",1,1,1,1,1,0.205,0.017,58,0.96,"15,104","4,683",0.28,1.218,0.102,10,2.53,"12,343",0.74,C
I,354,1.29,?c,?m?r,150,229,,1997,10,0,,0,"2,954,136","505,248","1,077,235","2,786,096","1,029,399",1,1,1,1,1,0.205,0.047,21,1.47,"41,322","12,278",0.27,1.218,0.279,4,5.66,"47,273",1.04,B
I,355,1.15,?c,?r?Q,150,7,,1997,10,0,,0,"133,758","505,248","1,077,235","2,786,096","32,168",1,1,1,1,1,0.205,0.001,681,0.96,"1,291","4,353",3.06,1.218,0.009,115,0.96,"4,353",3.06,A
I,356,1.15,?c,?s,150,38,,1982,25,0,,0,"133,758","505,248","1,077,235","2,786,096","172,004",1,1,1,1,1,0.205,0.008,127,0.96,"6,904","4,487",0.59,1.218,0.047,21,1.47,"6,871",0.9,C
I,357,1.28,?c,?j,75,8,,2006,1,0,,0,"53,133","505,248","1,077,235","2,786,096","36,233",1,1,1,1,1,0.205,0.002,605,0.96,"1,454","4,280",2.67,1.218,0.01,102,0.96,"4,280",2.67,A
I,358,1.15,?c,?s,150,37,,1982,25,0,,0,"53,133","505,248","1,077,235","2,786,096","165,356",1,1,1,1,1,0.205,0.008,133,0.96,"6,638","4,404",0.6,1.218,0.045,22,1.43,"6,560",0.9,C
I,359,1.29,?c,?j,150,7,,1997,10,0,,0,"2,954,136","505,248","1,077,235","2,786,096","32,221",1,1,1,1,1,0.205,0.001,680,0.96,"1,293","7,061",4.96,1.218,0.009,115,0.96,"7,061",4.96,A
I,360,1.28,?c,?j,75,11,,2006,1,0,,0,"53,133","505,248","1,077,235","2,786,096","48,667",1,1,1,1,1,0.205,0.002,450,0.96,"1,954","4,292",1.99,1.218,0.013,76,0.96,"4,292",1.99,A
I,361,1.29,?c,?s,100,8,,1982,25,0,,0,"53,133","505,248","1,077,235","2,786,096","34,924",1,1,1,1,1,0.205,0.002,628,0.96,"1,402","4,278",2.77,1.218,0.009,106,0.96,"4,278",2.77,A
I,362,1.29,?c,?s,100,6,,1977,30,0,,0,"133,758","505,248","1,077,235","2,786,096","25,202",1,1,1,1,1,0.205,0.001,870,0.96,"1,012","4,346",3.9,1.218,0.007,147,0.96,"4,346",3.9,A
I,363,1.29,?c,?s,150,190,,1977,30,0,,0,"2,954,136","505,248","1,077,235","2,786,096","855,051",1,1,1,1,1,0.205,0.039,26,1.29,"34,323","10,549",0.28,1.218,0.232,4,5.66,"46,286",1.22,B
I,364,1.29,?c,?s,75,5,,1996,11,0,,0,"133,758","505,248","1,077,235","2,786,096","23,539",1,1,1,1,1,0.205,0.001,931,0.96,945,"4,345",4.17,1.218,0.006,157,0.96,"4,345",4.17,A
I,365,1.29,?c,?s,75,11,,1994,13,0,,0,"53,133","505,248","1,077,235","2,786,096","48,744",1,1,1,1,1,0.205,0.002,450,0.96,"1,957","4,292",1.99,1.218,0.013,76,0.96,"4,292",1.99,A
I,366,1.29,?c,?s,150,8,,1982,25,0,,0,"133,758","505,248","1,077,235","2,786,096","36,332",1,1,1,1,1,0.205,0.002,603,0.96,"1,458","4,357",2.71,1.218,0.01,102,0.96,"4,357",2.71,A
I,367,1.28,?c,?j,150,7,,2006,1,0,,0,"133,758","505,248","1,077,235","2,786,096","33,543",1,1,1,1,1,0.205,0.002,654,0.96,"1,346","4,354",2.94,1.218,0.009,110,0.96,"4,354",2.94,A
I,368,1.29,?c,?m?r,100,79,,2000,7,0,,0,"2,954,136","505,248","1,077,235","2,786,096","354,878",1,1,1,1,1,0.205,0.016,62,0.96,"14,245","7,370",0.47,1.218,0.096,10,2.53,"19,424",1.24,B
I,369,1.29,?c,?j,150,26,,2001,6,0,,0,"53,133","505,248","1,077,235","2,786,096","116,088",1,1,1,1,1,0.205,0.005,189,0.96,"4,660","4,356",0.85,1.218,0.031,32,1.17,"5,309",1.03,B
I,370,1.28,?c,?s,100,89,,1992,15,0,,0,"53,133","505,248","1,077,235","2,786,096","399,353",1,1,1,1,1,0.205,0.018,55,0.96,"16,031","4,628",0.26,1.218,0.108,9,2.77,"13,354",0.76,C
I,371,1.02,?c,?s,200,56,,1992,15,0,,0,"2,954,136","505,248","1,077,235","2,786,096","251,667",1,1,1,1,1,0.205,0.011,87,0.96,"10,102","7,271",0.65,1.218,0.068,15,1.85,"14,013",1.26,B
I,372,1.22,?c,?s,200,26,,1993,14,0,,0,0,"505,248","1,077,235","2,786,096","115,545",1,1,1,1,1,0.205,0.005,190,0.96,"4,638","4,305",0.84,1.218,0.031,32,1.17,"5,246",1.03,B
I,373,1.22,?c,?s,200,195,,1989,18,0,,0,0,"505,248","1,077,235","2,786,096","877,302",1,1,1,1,1,0.205,0.04,25,1.32,"35,216","6,925",0.18,1.218,0.238,4,5.66,"29,692",0.77,C
I,374,1.22,?c,?s,200,3,,1996,11,0,,0,0,"505,248","1,077,235","2,786,096","11,617",1,1,1,1,1,0.205,0.001,1887,0.96,466,"4,205",8.19,1.218,0.003,318,0.96,"4,205",8.19,A
I,375,1.22,?c,?s,100,4,,1996,11,0,,0,0,"505,248","1,077,235","2,786,096","17,391",1,1,1,1,1,0.205,0.001,1260,0.96,698,"4,211",5.47,1.218,0.005,212,0.96,"4,211",5.47,A
I,376,1.47,?c,?j,300,13,,1992,15,0,,0,"2,954,136","505,248","1,077,235","2,786,096","56,266",1,1,1,1,1,0.205,0.003,390,0.96,"2,259","7,084",2.85,1.218,0.015,66,0.96,"7,084",2.85,A
I,377,1.02,?c,?s,200,218,,1975,32,0,,0,"2,954,136","505,248","1,077,235","2,786,096","979,910",1,1,1,1,1,0.205,0.045,22,1.43,"39,335","11,873",0.27,1.218,0.265,4,5.66,"46,993",1.08,B
I,378,1.02,?c,?s,150,171,,1979,28,0,,0,"536,574","505,248","1,077,235","2,786,096","769,671",1,1,1,1,1,0.205,0.035,28,1.25,"30,896","7,094",0.21,1.218,0.208,5,4.61,"26,161",0.77,C
I,379,1.02,?c,?s,150,64,,1989,18,0,,0,"536,574","505,248","1,077,235","2,786,096","286,565",1,1,1,1,1,0.205,0.013,76,0.96,"11,503","4,984",0.39,1.218,0.078,13,2.06,"10,695",0.84,C
I,380,1.02,?c,?s,150,2,,1975,32,0,,0,"2,954,136","505,248","1,077,235","2,786,096","10,870",1,1,1,1,1,0.205,0,2017,0.96,436,"7,040",14.65,1.218,0.003,340,0.96,"7,040",14.65,A
I,381,1.02,?c,?s,150,5,,1975,32,0,,0,"536,574","505,248","1,077,235","2,786,096","20,465",1,1,1,1,1,0.205,0.001,1071,0.96,821,"4,729",5.23,1.218,0.006,180,0.96,"4,729",5.23,A
I,382,1.02,?c,?s,150,114,,1993,14,0,,0,0,"505,248","1,077,235","2,786,096","513,067",1,1,1,1,1,0.205,0.023,43,1.02,"20,595","4,979",0.22,1.218,0.139,7,3.42,"16,695",0.74,C
