ward,no.,??Åfl,material,joint,diameter,length(m),leakage year,construction year,??ê›ÅhNêÅh,çXê∂ÅhNÅgx,çXê∂??? ,???ÃçÅˆ?v?èêÅh,Ågπ?H??Åf Åh??Q?zÅiÅÒ~Åj,?s?ØÅg??÷?ÃÅh??Q?zÅiÅÒ~Åj,ÅffêÅcÅh??Q?zÅiÅÒ~Åj,èCÅeUÅh??pÅiÅÒ~Åj,?RêÅcÅeπ?∏(ÅÒ~Åj,?O? ?ÅcêH??ê≥?WêÅh,Åg?? ?ÅcêH??ê≥?WêÅh,?zê›ÅhNÅgx??ê≥?WêÅh,?p????ê≥?WêÅh,???a??ê≥?WêÅh,ÅÒﬂ???Ã???Ã??RL(??Åj,???ÃÅh≠ê∂?\Åe™?ÆRN,RN?Ã?têÅh,?÷ÅÒv?Ã?∑?Z?WêÅh,Åh??pÅiê?ÅÒ~Åj,?÷ÅÒvÅiê?ÅÒ~Åj,Åh??p?÷ÅÒvÅh?,ÅÒﬂ???Ã???Ã??RL(??+1Åj,???ÃÅh≠ê∂?\Åe™?ÆRN',RN'?Ã?têÅh,?÷ÅÒv?Ã?∑?Z?WêÅh(2),?÷ÅÒv(2)Åiê?ÅÒ~Åj,Åh??p?÷ÅÒvÅh?(2),?ÅÒ?Åg?N
G,764,0.95,?c,?s,150,9,,1989,18,0,,0,"133,758","505,248","1,077,235","2,786,096","42,446",1,1,1,1,1,0.205,0.002,516,0.96,"1,704","4,363",2.32,1.218,0.011,87,0.96,"4,363",2.32,A
G,765,0.95,?c,?s,100,33,,1989,18,0,,0,"133,758","505,248","1,077,235","2,786,096","146,593",1,1,1,1,1,0.205,0.007,150,0.96,"5,884","4,463",0.69,1.218,0.04,25,1.32,"6,137",0.95,C
G,766,0.95,?c,?s,150,12,,1989,18,0,,0,"133,758","505,248","1,077,235","2,786,096","53,030",1,1,1,1,1,0.205,0.002,413,0.96,"2,129","4,373",1.86,1.218,0.014,70,0.96,"4,373",1.86,A
G,767,0.95,?c,?s,100,32,,1989,18,0,,0,"133,758","505,248","1,077,235","2,786,096","144,841",1,1,1,1,1,0.205,0.007,151,0.96,"5,814","4,461",0.7,1.218,0.039,25,1.32,"6,134",0.96,C
G,768,0.95,?c,?s,150,12,,1989,18,0,,0,"133,758","505,248","1,077,235","2,786,096","56,187",1,1,1,1,1,0.205,0.003,390,0.96,"2,255","4,376",1.76,1.218,0.015,66,0.96,"4,376",1.76,A
G,769,0.95,?c,?s,100,28,,1989,18,0,,0,"133,758","505,248","1,077,235","2,786,096","124,767",1,1,1,1,1,0.205,0.006,176,0.96,"5,008","4,442",0.8,1.218,0.034,30,1.21,"5,599",1.01,B
G,770,0.95,?c,?s,100,23,,1989,18,0,,0,"133,758","505,248","1,077,235","2,786,096","102,219",1,1,1,1,1,0.205,0.005,214,0.96,"4,103","4,420",0.98,1.218,0.028,36,1.11,"5,111",1.13,B
G,771,0.95,?c,?s,150,20,,1989,18,0,,0,"536,574","505,248","1,077,235","2,786,096","91,509",1,1,1,1,1,0.205,0.004,240,0.96,"3,673","4,797",1.19,1.218,0.025,40,1.05,"5,246",1.3,A
G,772,0.95,?c,?s,100,26,,1989,18,0,,0,"133,758","505,248","1,077,235","2,786,096","119,104",1,1,1,1,1,0.205,0.005,184,0.96,"4,781","4,437",0.84,1.218,0.032,31,1.19,"5,500",1.04,B
G,773,0.95,?c,?s,150,69,,1976,31,0,,0,"2,954,136","505,248","1,077,235","2,786,096","310,507",1,1,1,1,1,0.205,0.014,71,0.96,"12,464","7,328",0.53,1.218,0.084,12,2.19,"16,717",1.22,B
G,774,0.95,?c,?s,150,62,,1976,31,0,,0,"2,954,136","505,248","1,077,235","2,786,096","277,368",1,1,1,1,1,0.205,0.013,79,0.96,"11,134","7,296",0.59,1.218,0.075,13,2.06,"15,656",1.28,B
G,775,0.95,?c,?s,150,239,,1986,21,0,,0,"536,574","505,248","1,077,235","2,786,096","1,076,924",1,1,1,1,1,0.205,0.049,20,1.52,"43,229","9,093",0.19,1.218,0.292,3,7.4,"44,267",0.93,C
G,776,0.95,?c,?s,100,5,,1992,15,0,,0,"53,133","505,248","1,077,235","2,786,096","20,459",1,1,1,1,1,0.205,0.001,1071,0.96,821,"4,264",4.71,1.218,0.006,180,0.96,"4,264",4.71,A
G,777,0.95,?c,?`,150,2,,1966,41,0,,0,"2,954,136","505,248","1,077,235","2,786,096","11,231",1,1,1,1,1,0.205,0.001,1952,0.96,451,"7,041",14.17,1.218,0.003,329,0.96,"7,041",14.17,A
G,778,0.95,?c,?s,150,59,,1973,34,0,,0,"2,954,136","505,248","1,077,235","2,786,096","264,633",1,1,1,1,1,0.205,0.012,83,0.96,"10,623","7,284",0.62,1.218,0.072,14,1.95,"14,795",1.26,B
G,779,0.95,?c,?s,150,53,,1976,31,0,,0,"2,954,136","505,248","1,077,235","2,786,096","240,209",1,1,1,1,1,0.205,0.011,91,0.96,"9,642","7,260",0.68,1.218,0.065,15,1.85,"13,991",1.32,B
G,780,0.95,?c,?s,150,179,,1978,29,0,,0,"536,574","505,248","1,077,235","2,786,096","804,860",1,1,1,1,1,0.205,0.037,27,1.27,"32,308","7,252",0.2,1.218,0.218,5,4.61,"26,323",0.74,C
G,781,0.79,?c,?s,150,226,,1992,15,0,,0,"2,954,136","505,248","1,077,235","2,786,096","1,015,602",1,1,1,1,1,0.205,0.046,22,1.43,"40,768","11,924",0.27,1.218,0.275,4,5.66,"47,195",1.05,B
G,782,0.69,?c,?s,150,4,,1992,15,0,,0,"2,954,136","505,248","1,077,235","2,786,096","16,519",1,1,1,1,1,0.205,0.001,1327,0.96,663,"7,046",9.64,1.218,0.004,224,0.96,"7,046",9.64,A
G,783,0.79,?c,?s,150,97,,1971,36,0,,0,"133,758","505,248","1,077,235","2,786,096","434,286",1,1,1,1,1,0.205,0.02,50,0.96,"17,433","4,739",0.25,1.218,0.118,9,2.77,"13,674",0.71,C
G,784,0.95,?c,?s,150,5,,1973,34,0,,0,"2,954,136","505,248","1,077,235","2,786,096","21,250",1,1,1,1,1,0.205,0.001,1032,0.96,853,"7,050",7.5,1.218,0.006,174,0.96,"7,050",7.5,A
G,785,0.79,?c,?j,100,7,,1999,8,0,,0,"53,133","505,248","1,077,235","2,786,096","29,856",1,1,1,1,1,0.205,0.001,734,0.96,"1,198","4,274",3.24,1.218,0.008,124,0.96,"4,274",3.24,A
G,786,0.95,?c,?j,150,5,,2003,4,0,,0,"53,133","505,248","1,077,235","2,786,096","20,342",1,1,1,1,1,0.205,0.001,1078,0.96,817,"4,264",4.74,1.218,0.006,182,0.96,"4,264",4.74,A
G,787,0.79,?c,?`,100,2,,1976,31,0,,0,"53,133","505,248","1,077,235","2,786,096","9,081",1,1,1,1,1,0.205,0,2414,0.96,365,"4,254",10.58,1.218,0.002,407,0.96,"4,254",10.58,A
G,788,0.95,?c,?s,150,7,,1989,18,0,,0,"2,954,136","505,248","1,077,235","2,786,096","29,662",1,1,1,1,1,0.205,0.001,739,0.96,"1,191","7,058",5.38,1.218,0.008,124,0.96,"7,058",5.38,A
G,789,0.95,?c,?m?r,150,207,,1997,10,0,,0,"2,954,136","505,248","1,077,235","2,786,096","933,020",1,1,1,1,1,0.205,0.043,23,1.39,"37,453","11,475",0.28,1.218,0.253,4,5.66,"46,727",1.13,B
G,790,0.87,?c,?`,100,7,,1980,27,0,,0,"53,133","505,248","1,077,235","2,786,096","30,959",1,1,1,1,1,0.205,0.001,708,0.96,"1,243","4,275",3.12,1.218,0.008,119,0.96,"4,275",3.12,A
G,791,0.69,?c,?`,100,7,,1978,29,0,,0,"536,574","505,248","1,077,235","2,786,096","31,397",1,1,1,1,1,0.205,0.001,698,0.96,"1,260","4,739",3.41,1.218,0.009,118,0.96,"4,739",3.41,A
G,792,0.95,?c,?`,100,13,,1980,27,0,,0,"536,574","505,248","1,077,235","2,786,096","59,222",1,1,1,1,1,0.205,0.003,370,0.96,"2,377","4,766",1.82,1.218,0.016,62,0.96,"4,766",1.82,A
G,793,0.95,?c,?j,100,5,,1992,15,0,,0,"536,574","505,248","1,077,235","2,786,096","21,947",1,1,1,1,1,0.205,0.001,999,0.96,881,"4,730",4.87,1.218,0.006,168,0.96,"4,730",4.87,A
G,794,0.69,?c,?m?r,100,83,,2002,5,0,,0,"53,133","505,248","1,077,235","2,786,096","371,408",1,1,1,1,1,0.205,0.017,59,0.96,"14,909","4,601",0.28,1.218,0.101,10,2.53,"12,127",0.74,C
G,795,0.79,?c,?j,75,4,,1999,8,0,,0,"53,133","505,248","1,077,235","2,786,096","18,480",1,1,1,1,1,0.205,0.001,1186,0.96,742,"4,263",5.21,1.218,0.005,200,0.96,"4,263",5.21,A
G,796,0.95,?c,?j,200,11,,2003,4,0,,0,"53,133","505,248","1,077,235","2,786,096","50,705",1,1,1,1,1,0.205,0.002,432,0.96,"2,035","4,294",1.91,1.218,0.014,73,0.96,"4,294",1.91,A
G,797,0.79,?c,?j,75,8,,1999,8,0,,0,"53,133","505,248","1,077,235","2,786,096","34,032",1,1,1,1,1,0.205,0.002,644,0.96,"1,366","4,278",2.84,1.218,0.009,108,0.96,"4,278",2.84,A
G,798,0.87,?c,?m?r,100,64,,1997,10,0,,0,"53,133","505,248","1,077,235","2,786,096","287,343",1,1,1,1,1,0.205,0.013,76,0.96,"11,534","4,521",0.36,1.218,0.078,13,2.06,"9,701",0.76,C
G,799,0.79,?c,?s,100,23,,1995,12,0,,0,"53,133","505,248","1,077,235","2,786,096","102,239",1,1,1,1,1,0.205,0.005,214,0.96,"4,104","4,343",0.96,1.218,0.028,36,1.11,"5,022",1.11,B
G,800,0.87,?c,?`,200,255,,1967,40,0,,0,"2,954,136","505,248","1,077,235","2,786,096","1,146,096",1,1,1,1,1,0.205,0.052,19,1.58,"46,006","13,381",0.26,1.218,0.31,3,7.4,"62,669",1.24,B
G,801,0.87,?c,?j,75,5,,1998,9,0,,0,0,"505,248","1,077,235","2,786,096","23,191",1,1,1,1,1,0.205,0.001,945,0.96,931,"4,216",4.11,1.218,0.006,159,0.96,"4,216",4.11,A
G,802,0.87,?c,?s,100,5,,1980,27,0,,0,"536,574","505,248","1,077,235","2,786,096","20,301",1,1,1,1,1,0.205,0.001,1080,0.96,815,"4,728",5.26,1.218,0.005,182,0.96,"4,728",5.26,A
G,803,0.95,?c,?`,150,153,,1969,38,0,,0,"536,574","505,248","1,077,235","2,786,096","688,207",1,1,1,1,1,0.205,0.031,32,1.17,"27,626","6,544",0.21,1.218,0.186,5,4.61,"25,785",0.85,C
G,804,0.79,?c,?m?r,100,44,,1999,8,0,,0,"53,133","505,248","1,077,235","2,786,096","196,675",1,1,1,1,1,0.205,0.009,111,0.96,"7,895","4,434",0.51,1.218,0.053,19,1.58,"7,297",0.84,C
G,805,0.79,?c,?m?r,100,37,,1999,8,0,,0,"53,133","505,248","1,077,235","2,786,096","164,903",1,1,1,1,1,0.205,0.008,133,0.96,"6,619","4,403",0.6,1.218,0.045,22,1.43,"6,559",0.9,C
G,806,0.79,?c,?s,100,17,,1995,12,0,,0,"53,133","505,248","1,077,235","2,786,096","78,469",1,1,1,1,1,0.205,0.004,279,0.96,"3,150","4,320",1.24,1.218,0.021,47,0.98,"4,410",1.27,A
G,807,0.87,?c,?s,150,178,,1981,26,0,,0,"2,954,136","505,248","1,077,235","2,786,096","800,079",1,1,1,1,1,0.205,0.036,27,1.27,"32,116","10,316",0.29,1.218,0.217,5,4.61,"37,446",1.06,B
G,808,0.79,?c,?m?r,100,116,,1999,8,0,,0,"53,133","505,248","1,077,235","2,786,096","521,899",1,1,1,1,1,0.205,0.024,42,1.03,"20,950","5,092",0.22,1.218,0.141,7,3.42,"16,907",0.73,C
G,809,0.95,?c,?j,150,3,,2002,5,0,,0,"133,758","505,248","1,077,235","2,786,096","15,482",1,1,1,1,1,0.205,0.001,1416,0.96,621,"4,337",6.34,1.218,0.004,238,0.96,"4,337",6.34,A
G,810,0.95,?c,?s,150,19,,1989,18,0,,0,"133,758","505,248","1,077,235","2,786,096","84,893",1,1,1,1,1,0.205,0.004,258,0.96,"3,408","4,404",1.17,1.218,0.023,43,1.02,"4,679",1.25,A
G,811,0.95,?c,?m?r,100,172,,2002,5,0,,0,"53,133","505,248","1,077,235","2,786,096","774,217",1,1,1,1,1,0.205,0.035,28,1.25,"31,078","6,495",0.19,1.218,0.21,5,4.61,"23,953",0.7,C
G,812,0.95,?c,?s,100,14,,1992,15,0,,0,"53,133","505,248","1,077,235","2,786,096","62,270",1,1,1,1,1,0.205,0.003,352,0.96,"2,500","4,305",1.56,1.218,0.017,59,0.96,"4,305",1.56,A
G,813,0.95,?c,?j,200,22,,2003,4,0,,0,"2,954,136","505,248","1,077,235","2,786,096","98,550",1,1,1,1,1,0.205,0.004,222,0.96,"3,956","7,124",1.63,1.218,0.027,37,1.09,"8,089",1.86,A
G,814,0.95,?c,?j,150,4,,2003,4,0,,0,"2,954,136","505,248","1,077,235","2,786,096","17,089",1,1,1,1,1,0.205,0.001,1283,0.96,686,"7,046",9.32,1.218,0.005,216,0.96,"7,046",9.32,A
G,815,0.95,?c,?s,150,537,,1992,15,0,,0,"2,954,136","505,248","1,077,235","2,786,096","2,413,616",1,1,1,1,1,0.205,0.11,9,2.77,"96,886","26,970",0.25,1.218,0.654,2,10.88,"105,931",0.99,C
G,816,0.87,?c,?r?Q,300,311,,1996,11,0,,0,"133,758","505,248","1,077,235","2,786,096","1,399,048",1,1,1,1,1,0.205,0.064,16,1.76,"56,160","10,386",0.17,1.218,0.379,3,7.4,"43,670",0.71,C
G,817,1.04,?c,?`,300,60,1986,1968,39,0,,1,"2,954,136","505,248","1,077,235","2,786,096","269,629",1,1,1,1,1,1.218,0.073,14,1.95,"10,823","14,805",1.24,1.746,0.105,10,2.53,"19,209",1.61,A
G,818,0.83,?c,?`,300,5,,1968,39,0,,0,"2,954,136","505,248","1,077,235","2,786,096","24,330",1,1,1,1,1,0.205,0.001,901,0.96,977,"7,053",6.55,1.218,0.007,152,0.96,"7,053",6.55,A
G,819,0.69,?c,?j,100,3,,2003,4,0,,0,"536,574","505,248","1,077,235","2,786,096","13,020",1,1,1,1,1,0.205,0.001,1684,0.96,523,"4,721",8.19,1.218,0.004,284,0.96,"4,721",8.19,A
G,820,1.28,?c,?j,200,3,,1998,9,0,,0,0,"505,248","1,077,235","2,786,096","15,093",1,1,1,1,1,0.205,0.001,1452,0.96,606,"4,208",6.3,1.218,0.004,245,0.96,"4,208",6.3,A
G,821,0.96,?c,?s,150,3,,1973,34,0,,0,"2,954,136","505,248","1,077,235","2,786,096","14,113",1,1,1,1,1,0.205,0.001,1553,0.96,566,"7,043",11.29,1.218,0.004,262,0.96,"7,043",11.29,A
G,822,1.28,?c,?`,150,3,,1976,31,0,,0,0,"505,248","1,077,235","2,786,096","14,881",1,1,1,1,1,0.205,0.001,1473,0.96,597,"4,208",6.4,1.218,0.004,248,0.96,"4,208",6.4,A
G,823,1.28,?c,?s,150,3,,1976,31,0,,0,"53,133","505,248","1,077,235","2,786,096","13,367",1,1,1,1,1,0.205,0.001,1640,0.96,537,"4,258",7.2,1.218,0.004,276,0.96,"4,258",7.2,A
G,824,1.28,?c,?s,200,5,,1976,31,0,,0,"53,133","505,248","1,077,235","2,786,096","21,304",1,1,1,1,1,0.205,0.001,1029,0.96,855,"4,265",4.53,1.218,0.006,173,0.96,"4,265",4.53,A
G,825,1.28,?c,?`,200,64,,1968,39,0,,0,"133,758","505,248","1,077,235","2,786,096","287,181",1,1,1,1,1,0.205,0.013,76,0.96,"11,528","4,598",0.36,1.218,0.078,13,2.06,"9,866",0.78,C
G,826,1.28,?c,?s,150,50,,1971,36,0,,0,"133,758","505,248","1,077,235","2,786,096","227,026",1,1,1,1,1,0.205,0.01,97,0.96,"9,113","4,540",0.45,1.218,0.061,16,1.76,"8,324",0.83,C
G,827,1.28,?c,?s,200,41,,1984,23,0,,0,"133,758","505,248","1,077,235","2,786,096","184,593",1,1,1,1,1,0.205,0.008,119,0.96,"7,410","4,499",0.55,1.218,0.05,20,1.52,"7,124",0.87,C
G,828,1.28,?c,?j,150,8,,2004,3,0,,0,"1,610,800","505,248","1,077,235","2,786,096","36,127",1,1,1,1,1,0.205,0.002,607,0.96,"1,450","5,775",3.61,1.218,0.01,102,0.96,"5,775",3.61,A
G,829,1.28,?c,?s,150,4,1986,1985,22,0,,1,"1,610,800","505,248","1,077,235","2,786,096","16,561",1,1,1,1,1,1.218,0.004,223,0.96,665,"5,756",7.85,1.746,0.006,156,0.96,"5,756",7.85,A
G,830,1.28,?c,?s,150,4,,1983,24,0,,0,"1,610,800","505,248","1,077,235","2,786,096","16,316",1,1,1,1,1,0.205,0.001,1343,0.96,655,"5,756",7.97,1.218,0.004,226,0.96,"5,756",7.97,A
G,831,1.28,?c,?s,150,151,,1971,36,0,,0,"53,133","505,248","1,077,235","2,786,096","679,726",1,1,1,1,1,0.205,0.031,32,1.17,"27,285","5,969",0.2,1.218,0.184,5,4.61,"23,518",0.78,C
G,832,1.28,?c,?s,150,4,,1973,34,0,,0,"53,133","505,248","1,077,235","2,786,096","16,870",1,1,1,1,1,0.205,0.001,1299,0.96,677,"4,261",5.71,1.218,0.005,219,0.96,"4,261",5.71,A
G,833,1.28,?c,?s,150,43,,1971,36,0,,0,"53,133","505,248","1,077,235","2,786,096","194,527",1,1,1,1,1,0.205,0.009,113,0.96,"7,809","4,432",0.52,1.218,0.053,19,1.58,"7,294",0.85,C
G,834,1.28,?c,?s,150,273,,1971,36,0,,0,"53,133","505,248","1,077,235","2,786,096","1,228,261",1,1,1,1,1,0.205,0.056,18,1.63,"49,304","9,209",0.17,1.218,0.333,3,7.4,"41,810",0.77,C
G,835,1.04,?c,?j,150,9,,2004,3,0,,0,"1,610,800","505,248","1,077,235","2,786,096","39,123",1,1,1,1,1,0.205,0.002,560,0.96,"1,570","5,778",3.34,1.218,0.011,94,0.96,"5,778",3.34,A
G,836,1.28,?c,?s,100,2,,1971,36,0,,0,"53,133","505,248","1,077,235","2,786,096","7,890",1,1,1,1,1,0.205,0,2778,0.96,317,"4,252",12.17,1.218,0.002,468,0.96,"4,252",12.17,A
G,837,1.28,?c,?m?r,200,130,,2004,3,0,,0,"1,610,800","505,248","1,077,235","2,786,096","584,336",1,1,1,1,1,0.205,0.027,38,1.08,"23,456","7,089",0.27,1.218,0.158,6,3.92,"25,730",1,C
G,838,1.28,?c,?s,100,3,,1971,36,0,,0,"53,133","505,248","1,077,235","2,786,096","14,748",1,1,1,1,1,0.205,0.001,1486,0.96,592,"4,259",6.53,1.218,0.004,250,0.96,"4,259",6.53,A
G,839,1.04,?c,?`,150,153,,1969,38,0,,0,"53,133","505,248","1,077,235","2,786,096","686,723",1,1,1,1,1,0.205,0.031,32,1.17,"27,566","5,977",0.2,1.218,0.186,5,4.61,"23,550",0.78,C
G,840,1.04,?c,?s,150,25,,1982,25,0,,0,"53,133","505,248","1,077,235","2,786,096","111,845",1,1,1,1,1,0.205,0.005,196,0.96,"4,490","4,352",0.88,1.218,0.03,33,1.15,"5,214",1.05,B
G,841,1.04,?c,?`,150,71,,1969,38,0,,0,"2,954,136","505,248","1,077,235","2,786,096","317,083",1,1,1,1,1,0.205,0.014,69,0.96,"12,728","7,334",0.52,1.218,0.086,12,2.19,"16,731",1.19,B
G,842,1.04,?c,?j,200,2,,1997,10,0,,0,"1,610,800","505,248","1,077,235","2,786,096","7,247",1,1,1,1,1,0.205,0,3025,0.96,291,"5,747",17.92,1.218,0.002,510,0.96,"5,747",17.92,A
G,843,1.04,?c,?s,200,5,,1993,14,0,,0,"133,758","505,248","1,077,235","2,786,096","24,333",1,1,1,1,1,0.205,0.001,901,0.96,977,"4,346",4.04,1.218,0.007,152,0.96,"4,346",4.04,A
G,844,1.04,?c,?s,150,2,,1993,14,0,,0,"133,758","505,248","1,077,235","2,786,096","10,491",1,1,1,1,1,0.205,0,2090,0.96,421,"4,332",9.34,1.218,0.003,352,0.96,"4,332",9.34,A
G,845,1.28,?c,?s,150,5,,1993,14,0,,0,"1,610,800","505,248","1,077,235","2,786,096","24,373",1,1,1,1,1,0.205,0.001,899,0.96,978,"5,764",5.35,1.218,0.007,151,0.96,"5,764",5.35,A
G,846,1.04,?c,?s,150,232,,1971,36,0,,0,"133,758","505,248","1,077,235","2,786,096","1,041,064",1,1,1,1,1,0.205,0.047,21,1.47,"41,790","8,149",0.18,1.218,0.282,4,5.66,"31,376",0.68,C
G,847,1.04,?c,?`,150,7,,1968,39,0,,0,"2,954,136","505,248","1,077,235","2,786,096","33,570",1,1,1,1,1,0.205,0.002,653,0.96,"1,348","7,062",4.75,1.218,0.009,110,0.96,"7,062",4.75,A
G,848,0.83,?c,?j,200,1,,1997,10,0,,0,"2,954,136","505,248","1,077,235","2,786,096","5,848",1,1,1,1,1,0.205,0,3748,0.96,235,"7,035",27.17,1.218,0.002,631,0.96,"7,035",27.17,A
G,849,0.83,?c,?j,100,4,,1997,10,0,,0,"2,954,136","505,248","1,077,235","2,786,096","19,115",1,1,1,1,1,0.205,0.001,1147,0.96,767,"7,048",8.34,1.218,0.005,193,0.96,"7,048",8.34,A
G,850,1.04,?c,?`,75,6,,1980,27,0,,0,"133,758","505,248","1,077,235","2,786,096","27,702",1,1,1,1,1,0.205,0.001,791,0.96,"1,112","4,349",3.55,1.218,0.008,133,0.96,"4,349",3.55,A
G,851,1.04,?c,?`,75,7,,1980,27,0,,0,"133,758","505,248","1,077,235","2,786,096","30,288",1,1,1,1,1,0.205,0.001,724,0.96,"1,216","4,351",3.25,1.218,0.008,122,0.96,"4,351",3.25,A
G,852,1.04,?c,?`,100,3,,1977,30,0,,0,"133,758","505,248","1,077,235","2,786,096","14,213",1,1,1,1,1,0.205,0.001,1542,0.96,571,"4,336",6.89,1.218,0.004,260,0.96,"4,336",6.89,A
G,853,1.04,?c,?`,100,7,,1977,30,0,,0,"53,133","505,248","1,077,235","2,786,096","30,000",1,1,1,1,1,0.205,0.001,731,0.96,"1,204","4,274",3.22,1.218,0.008,123,0.96,"4,274",3.22,A
G,854,0.96,?c,?`,100,5,,1973,34,0,,0,"2,954,136","505,248","1,077,235","2,786,096","22,002",1,1,1,1,1,0.205,0.001,996,0.96,883,"7,051",7.25,1.218,0.006,168,0.96,"7,051",7.25,A
G,855,1.28,?c,?`,100,4,,1976,31,0,,0,"53,133","505,248","1,077,235","2,786,096","15,841",1,1,1,1,1,0.205,0.001,1384,0.96,636,"4,260",6.08,1.218,0.004,233,0.96,"4,260",6.08,A
G,856,1.28,?c,?`,100,6,,1976,31,0,,0,"53,133","505,248","1,077,235","2,786,096","24,767",1,1,1,1,1,0.205,0.001,885,0.96,994,"4,269",3.9,1.218,0.007,149,0.96,"4,269",3.9,A
G,857,1.28,?c,?`,100,4,,1976,31,0,,0,"53,133","505,248","1,077,235","2,786,096","17,687",1,1,1,1,1,0.205,0.001,1239,0.96,710,"4,262",5.45,1.218,0.005,209,0.96,"4,262",5.45,A
G,858,1.28,?c,?s,100,5,,1988,19,0,,0,"53,133","505,248","1,077,235","2,786,096","24,658",1,1,1,1,1,0.205,0.001,889,0.96,990,"4,269",3.91,1.218,0.007,150,0.96,"4,269",3.91,A
G,859,1.28,?c,?s,75,1,,1971,36,0,,0,0,"505,248","1,077,235","2,786,096","6,435",1,1,1,1,1,0.205,0,3406,0.96,258,"4,200",14.77,1.218,0.002,574,0.96,"4,200",14.77,A
G,860,1.28,?c,?s,100,4,,1989,18,0,,0,"53,133","505,248","1,077,235","2,786,096","18,005",1,1,1,1,1,0.205,0.001,1217,0.96,723,"4,262",5.35,1.218,0.005,205,0.96,"4,262",5.35,A
G,861,1.28,?c,?s,100,9,,1980,27,0,,0,"53,133","505,248","1,077,235","2,786,096","40,993",1,1,1,1,1,0.205,0.002,535,0.96,"1,646","4,284",2.36,1.218,0.011,90,0.96,"4,284",2.36,A
G,862,0.96,?c,?`,100,3,,1975,32,0,,0,"2,954,136","505,248","1,077,235","2,786,096","13,025",1,1,1,1,1,0.205,0.001,1683,0.96,523,"7,042",12.22,1.218,0.004,283,0.96,"7,042",12.22,A
G,863,0.96,?c,?`,75,3,,1966,41,0,,0,"2,954,136","505,248","1,077,235","2,786,096","12,787",1,1,1,1,1,0.205,0.001,1714,0.96,513,"7,042",12.46,1.218,0.003,289,0.96,"7,042",12.46,A
G,864,1.04,?c,?s,200,6,,1985,22,0,,0,"1,610,800","505,248","1,077,235","2,786,096","28,130",1,1,1,1,1,0.205,0.001,779,0.96,"1,129","5,767",4.64,1.218,0.008,131,0.96,"5,767",4.64,A
G,865,0.69,?c,?m?r,100,2,,2003,4,0,,0,"53,133","505,248","1,077,235","2,786,096","8,083",1,1,1,1,1,0.205,0,2712,0.96,324,"4,253",11.91,1.218,0.002,457,0.96,"4,253",11.91,A
G,866,1.28,?c,?s,200,41,,1993,14,0,,0,"1,610,800","505,248","1,077,235","2,786,096","185,346",1,1,1,1,1,0.205,0.008,118,0.96,"7,440","5,918",0.72,1.218,0.05,20,1.52,"9,370",1.14,B
G,867,0.95,?c,?j,75,10,,2002,5,0,,0,"53,133","505,248","1,077,235","2,786,096","46,004",1,1,1,1,1,0.205,0.002,476,0.96,"1,847","4,289",2.11,1.218,0.012,80,0.96,"4,289",2.11,A
G,868,1.04,?c,?j,100,2,,1997,10,0,,0,"133,758","505,248","1,077,235","2,786,096","6,861",1,1,1,1,1,0.205,0,3195,0.96,275,"4,329",14.28,1.218,0.002,538,0.96,"4,329",14.28,A
G,869,0.83,?c,?`,200,8,,0,2007,0,,0,"2,954,136","505,248","1,077,235","2,786,096","37,998",1,1,1,1,1,0.205,0.002,577,0.96,"1,525","7,066",4.2,1.218,0.01,97,0.96,"7,066",4.2,A
G,870,0.69,?c,?j,75,5,,2002,5,0,,0,"133,758","505,248","1,077,235","2,786,096","20,297",1,1,1,1,1,0.205,0.001,1080,0.96,815,"4,342",4.83,1.218,0.005,182,0.96,"4,342",4.83,A
G,871,1.04,?c,?`,300,51,,1968,39,0,,0,"2,954,136","505,248","1,077,235","2,786,096","230,990",1,1,1,1,1,0.205,0.011,95,0.96,"9,272","7,252",0.71,1.218,0.063,16,1.76,"13,295",1.3,B
G,872,0.96,?c,?j,300,49,,1990,17,0,,0,"133,758","505,248","1,077,235","2,786,096","219,624",1,1,1,1,1,0.205,0.01,100,0.96,"8,816","4,533",0.47,1.218,0.059,17,1.69,"7,980",0.82,C
G,873,0.96,?c,?`,150,4,,1967,40,0,,0,"53,133","505,248","1,077,235","2,786,096","19,224",1,1,1,1,1,0.205,0.001,1140,0.96,772,"4,263",5.01,1.218,0.005,192,0.96,"4,263",5.01,A
G,874,0.99,?c,?s,150,213,,1987,20,0,,0,"133,758","505,248","1,077,235","2,786,096","960,020",1,1,1,1,1,0.205,0.044,23,1.39,"38,537","7,593",0.18,1.218,0.26,4,5.66,"30,917",0.73,C
G,875,0.88,?c,?j,150,20,,1999,8,0,,0,"536,574","505,248","1,077,235","2,786,096","89,502",1,1,1,1,1,0.205,0.004,245,0.96,"3,593","4,795",1.21,1.218,0.024,41,1.04,"5,194",1.31,A
G,876,0.88,?c,?s,150,172,,1974,33,0,,0,"536,574","505,248","1,077,235","2,786,096","771,523",1,1,1,1,1,0.205,0.035,28,1.25,"30,970","7,096",0.21,1.218,0.209,5,4.61,"26,169",0.77,C
G,877,0.96,?c,?s,150,58,,1984,23,0,,0,0,"505,248","1,077,235","2,786,096","259,867",1,1,1,1,1,0.205,0.012,84,0.96,"10,431","4,443",0.39,1.218,0.07,14,1.95,"9,025",0.79,C
