ward,no.,??Åfl,material,joint,diameter,length(m),leakage year,construction year,??ê›ÅhNêÅh,çXê∂ÅhNÅgx,çXê∂??? ,???ÃçÅˆ?v?èêÅh,Ågπ?H??Åf Åh??Q?zÅiÅÒ~Åj,?s?ØÅg??÷?ÃÅh??Q?zÅiÅÒ~Åj,ÅffêÅcÅh??Q?zÅiÅÒ~Åj,èCÅeUÅh??pÅiÅÒ~Åj,?RêÅcÅeπ?∏(ÅÒ~Åj,?O? ?ÅcêH??ê≥?WêÅh,Åg?? ?ÅcêH??ê≥?WêÅh,?zê›ÅhNÅgx??ê≥?WêÅh,?p????ê≥?WêÅh,???a??ê≥?WêÅh,ÅÒﬂ???Ã???Ã??RL(??Åj,???ÃÅh≠ê∂?\Åe™?ÆRN,RN?Ã?têÅh,?÷ÅÒv?Ã?∑?Z?WêÅh,Åh??pÅiê?ÅÒ~Åj,?÷ÅÒvÅiê?ÅÒ~Åj,Åh??p?÷ÅÒvÅh?,ÅÒﬂ???Ã???Ã??RL(??+1Åj,???ÃÅh≠ê∂?\Åe™?ÆRN',RN'?Ã?têÅh,?÷ÅÒv?Ã?∑?Z?WêÅh(2),?÷ÅÒv(2)Åiê?ÅÒ~Åj,Åh??p?÷ÅÒvÅh?(2),?ÅÒ?Åg?N
A,727,1.3,?c,?r?Q,300,33,,1995,12,0,,0,"1,610,800","505,248","1,077,235","2,786,096","146,920",1,1,1,1,1,0.205,0.007,149,0.96,"5,898","5,881",0.9,1.218,0.04,25,1.32,"8,087",1.24,B
A,728,1.31,?c,?m?r,150,139,,2003,4,0,,0,"2,954,136","505,248","1,077,235","2,786,096","623,478",1,1,1,1,1,0.205,0.028,35,1.12,"25,027","8,900",0.32,1.218,0.169,6,3.92,"31,149",1.13,B
A,729,1.22,?c,?r?Q,300,26,,1999,8,0,,0,"133,758","505,248","1,077,235","2,786,096","118,910",1,1,1,1,1,0.205,0.005,184,0.96,"4,773","4,436",0.84,1.218,0.032,31,1.19,"5,499",1.05,B
A,730,1.22,?c,?s,200,244,,1977,30,0,,0,"133,758","505,248","1,077,235","2,786,096","1,097,668",1,1,1,1,1,0.205,0.05,20,1.52,"44,062","8,512",0.18,1.218,0.297,3,7.4,"41,440",0.85,C
A,731,0.86,?c,?s,150,4,,1972,35,0,,0,"133,758","505,248","1,077,235","2,786,096","16,713",1,1,1,1,1,0.205,0.001,1312,0.96,671,"4,338",5.87,1.218,0.005,221,0.96,"4,338",5.87,A
A,732,0.86,?c,?s,150,3,,1988,19,0,,0,"133,758","505,248","1,077,235","2,786,096","14,935",1,1,1,1,1,0.205,0.001,1468,0.96,600,"4,337",6.56,1.218,0.004,247,0.96,"4,337",6.56,A
A,733,0.86,?c,?s,150,162,,1986,21,0,,0,"133,758","505,248","1,077,235","2,786,096","726,760",1,1,1,1,1,0.205,0.033,30,1.21,"29,173","6,327",0.2,1.218,0.197,5,4.61,"24,106",0.75,C
A,734,1.3,?c,?m?r,100,38,,1999,8,0,,0,"53,133","505,248","1,077,235","2,786,096","171,851",1,1,1,1,1,0.205,0.008,128,0.96,"6,898","4,410",0.58,1.218,0.047,21,1.47,"6,753",0.89,C
A,735,1.3,?c,?s,100,13,,1978,29,0,,0,"53,133","505,248","1,077,235","2,786,096","57,440",1,1,1,1,1,0.205,0.003,382,0.96,"2,306","4,300",1.69,1.218,0.016,64,0.96,"4,300",1.69,A
A,736,1.3,?c,?j,100,7,,2001,6,0,,0,"133,758","505,248","1,077,235","2,786,096","30,034",1,1,1,1,1,0.205,0.001,730,0.96,"1,206","4,351",3.27,1.218,0.008,123,0.96,"4,351",3.27,A
A,737,0.9,?c,?s,150,96,,1981,26,0,,0,"2,954,136","505,248","1,077,235","2,786,096","431,767",1,1,1,1,1,0.205,0.02,51,0.96,"17,332","7,444",0.39,1.218,0.117,9,2.77,"21,480",1.12,B
A,738,1.31,?c,?j,150,7,,1999,8,0,,0,"2,954,136","505,248","1,077,235","2,786,096","32,547",1,1,1,1,1,0.205,0.001,674,0.96,"1,306","7,061",4.91,1.218,0.009,113,0.96,"7,061",4.91,A
A,739,1.3,?c,?j,300,1,,1975,32,0,,0,"133,758","505,248","1,077,235","2,786,096","5,092",1,1,1,1,1,0.205,0,4305,0.96,204,"4,327",19.25,1.218,0.001,725,0.96,"4,327",19.25,A
A,740,0.9,?c,?m?r,150,26,,1999,8,0,,0,"2,954,136","505,248","1,077,235","2,786,096","117,007",1,1,1,1,1,0.205,0.005,187,0.96,"4,697","7,142",1.38,1.218,0.032,32,1.17,"8,704",1.68,A
A,741,0.9,?c,?j,150,4,,1999,8,0,,0,"2,954,136","505,248","1,077,235","2,786,096","19,207",1,1,1,1,1,0.205,0.001,1141,0.96,771,"7,048",8.3,1.218,0.005,192,0.96,"7,048",8.3,A
A,742,0.9,?c,?s,150,85,,1972,35,0,,0,"2,954,136","505,248","1,077,235","2,786,096","380,371",1,1,1,1,1,0.205,0.017,58,0.96,"15,269","7,395",0.44,1.218,0.103,10,2.53,"19,489",1.16,B
A,743,1.31,?c,?j,150,2,,1999,8,0,,0,"2,954,136","505,248","1,077,235","2,786,096","9,450",1,1,1,1,1,0.205,0,2320,0.96,379,"7,039",16.85,1.218,0.003,391,0.96,"7,039",16.85,A
A,744,0.86,?c,?s,150,114,,1972,35,0,,0,"133,758","505,248","1,077,235","2,786,096","513,346",1,1,1,1,1,0.205,0.023,43,1.02,"20,606","5,116",0.23,1.218,0.139,7,3.42,"17,154",0.76,C
A,745,1.12,?c,?r?Q,150,1,,1995,12,0,,0,"1,610,800","505,248","1,077,235","2,786,096","5,000",1,1,1,1,1,0.205,0,4384,0.96,201,"5,745",25.94,1.218,0.001,738,0.96,"5,745",25.94,A
A,746,1.12,?c,?r?Q,200,3,,1995,12,0,,0,"1,610,800","505,248","1,077,235","2,786,096","15,180",1,1,1,1,1,0.205,0.001,1444,0.96,609,"5,755",8.58,1.218,0.004,243,0.96,"5,755",8.58,A
A,747,1.12,?c,?r?Q,150,1,,1995,12,0,,0,"1,610,800","505,248","1,077,235","2,786,096","2,894",1,1,1,1,1,0.205,0,7574,0.96,116,"5,743",44.93,1.218,0.001,1276,0.96,"5,743",44.93,A
A,748,1.3,?c,?r?Q,150,1,,1995,12,0,,0,"1,610,800","505,248","1,077,235","2,786,096","2,625",1,1,1,1,1,0.205,0,8352,0.96,105,"5,743",49.63,1.218,0.001,1407,0.96,"5,743",49.63,A
A,749,1.3,?c,?r?Q,200,3,,1995,12,0,,0,"1,610,800","505,248","1,077,235","2,786,096","12,746",1,1,1,1,1,0.205,0.001,1720,0.96,512,"5,752",10.19,1.218,0.003,290,0.96,"5,752",10.19,A
A,750,1.3,?c,?r?Q,150,1,,1995,12,0,,0,"1,610,800","505,248","1,077,235","2,786,096","6,581",1,1,1,1,1,0.205,0,3331,0.96,264,"5,747",19.75,1.218,0.002,561,0.96,"5,747",19.75,A
A,751,1.22,?c,?s,150,48,,1996,11,0,,0,"2,954,136","505,248","1,077,235","2,786,096","217,599",1,1,1,1,1,0.205,0.01,101,0.96,"8,735","7,239",0.75,1.218,0.059,17,1.69,"12,743",1.32,B
A,752,0.86,?c,?j,300,1,,1996,11,0,,0,"133,758","505,248","1,077,235","2,786,096","3,527",1,1,1,1,1,0.205,0,6215,0.96,142,"4,326",27.64,1.218,0.001,1047,0.96,"4,326",27.64,A
A,753,0.86,?c,?j,100,2,,1996,11,0,,0,"133,758","505,248","1,077,235","2,786,096","7,360",1,1,1,1,1,0.205,0,2978,0.96,295,"4,329",13.32,1.218,0.002,502,0.96,"4,329",13.32,A
A,754,0.86,?c,?`,300,61,,1976,31,0,,0,"133,758","505,248","1,077,235","2,786,096","275,029",1,1,1,1,1,0.205,0.013,80,0.96,"11,040","4,586",0.38,1.218,0.074,13,2.06,"9,841",0.81,C
A,755,1.22,?c,?`,100,5,,1977,30,0,,0,"133,758","505,248","1,077,235","2,786,096","22,199",1,1,1,1,1,0.205,0.001,987,0.96,891,"4,344",4.42,1.218,0.006,166,0.96,"4,344",4.42,A
A,756,1.22,?c,?`,100,2,,1971,36,0,,0,"133,758","505,248","1,077,235","2,786,096","8,059",1,1,1,1,1,0.205,0,2720,0.96,324,"4,330",12.13,1.218,0.002,458,0.96,"4,330",12.13,A
A,757,1.22,?c,?`,100,4,,1977,30,0,,0,"133,758","505,248","1,077,235","2,786,096","15,811",1,1,1,1,1,0.205,0.001,1386,0.96,635,"4,337",6.2,1.218,0.004,234,0.96,"4,337",6.2,A
A,758,1.22,?c,?j,200,8,,1999,8,0,,0,"133,758","505,248","1,077,235","2,786,096","37,763",1,1,1,1,1,0.205,0.002,580,0.96,"1,516","4,358",2.61,1.218,0.01,98,0.96,"4,358",2.61,A
A,759,0.86,?c,?`,100,3,,1983,24,0,,0,"133,758","505,248","1,077,235","2,786,096","12,482",1,1,1,1,1,0.205,0.001,1756,0.96,501,"4,334",7.85,1.218,0.003,296,0.96,"4,334",7.85,A
A,760,1.12,?c,?`,100,4,,1972,35,0,,0,"53,133","505,248","1,077,235","2,786,096","18,816",1,1,1,1,1,0.205,0.001,1165,0.96,755,"4,263",5.12,1.218,0.005,196,0.96,"4,263",5.12,A
A,761,1.12,?c,?`,100,9,,1972,35,0,,0,0,"505,248","1,077,235","2,786,096","40,708",1,1,1,1,1,0.205,0.002,538,0.96,"1,634","4,233",2.35,1.218,0.011,91,0.96,"4,233",2.35,A
A,762,0.86,?c,?`,75,2,,1986,21,0,,0,"133,758","505,248","1,077,235","2,786,096","9,528",1,1,1,1,1,0.205,0,2301,0.96,382,"4,331",10.29,1.218,0.003,388,0.96,"4,331",10.29,A
A,763,1.22,?c,?m?r,200,71,,1999,8,0,,0,"133,758","505,248","1,077,235","2,786,096","317,257",1,1,1,1,1,0.205,0.014,69,0.96,"12,735","4,627",0.33,1.218,0.086,12,2.19,"10,555",0.75,C
A,764,0.9,?c,?j,150,4,,1999,8,0,,0,"2,954,136","505,248","1,077,235","2,786,096","19,649",1,1,1,1,1,0.205,0.001,1116,0.96,789,"7,049",8.11,1.218,0.005,188,0.96,"7,049",8.11,A
A,765,1.22,?c,?j,300,8,,1999,8,0,,0,"133,758","505,248","1,077,235","2,786,096","34,417",1,1,1,1,1,0.205,0.002,637,0.96,"1,382","4,355",2.86,1.218,0.009,107,0.96,"4,355",2.86,A
A,766,1.31,?c,?s,150,92,,1992,15,0,,0,"2,954,136","505,248","1,077,235","2,786,096","414,339",1,1,1,1,1,0.205,0.019,53,0.96,"16,632","7,428",0.41,1.218,0.112,9,2.77,"21,432",1.17,B
A,767,0.86,?c,?j,150,6,,1999,8,0,,0,"133,758","505,248","1,077,235","2,786,096","28,331",1,1,1,1,1,0.205,0.001,774,0.96,"1,137","4,349",3.47,1.218,0.008,130,0.96,"4,349",3.47,A
A,768,1.22,?c,?j,100,2,,1998,9,0,,0,"133,758","505,248","1,077,235","2,786,096","7,674",1,1,1,1,1,0.205,0,2856,0.96,308,"4,330",12.76,1.218,0.002,481,0.96,"4,330",12.76,A
A,769,1.31,?c,?j,100,7,,1999,8,0,,0,"2,954,136","505,248","1,077,235","2,786,096","29,479",1,1,1,1,1,0.205,0.001,744,0.96,"1,183","7,058",5.41,1.218,0.008,125,0.96,"7,058",5.41,A
A,770,1.22,?c,?j,100,8,,1999,8,0,,0,"133,758","505,248","1,077,235","2,786,096","35,058",1,1,1,1,1,0.205,0.002,625,0.96,"1,407","4,356",2.81,1.218,0.009,105,0.96,"4,356",2.81,A
A,771,1.22,?c,?m?r,100,147,,1999,8,0,,0,"133,758","505,248","1,077,235","2,786,096","658,936",1,1,1,1,1,0.205,0.03,33,1.15,"26,451","5,935",0.2,1.218,0.178,6,3.92,"20,232",0.69,C
A,772,1.22,?c,?m?r,100,173,,2000,7,0,,0,"536,574","505,248","1,077,235","2,786,096","779,897",1,1,1,1,1,0.205,0.036,28,1.25,"31,306","7,106",0.21,1.218,0.211,5,4.61,"26,208",0.76,C
A,773,1.3,?c,?j,100,10,,2001,6,0,,0,"133,758","505,248","1,077,235","2,786,096","43,066",1,1,1,1,1,0.205,0.002,509,0.96,"1,729","4,364",2.29,1.218,0.012,86,0.96,"4,364",2.29,A
A,774,1.31,?c,?j,150,2,,2001,6,0,,0,"133,758","505,248","1,077,235","2,786,096","8,129",1,1,1,1,1,0.205,0,2696,0.96,326,"4,330",12.05,1.218,0.002,454,0.96,"4,330",12.05,A
A,775,0.86,?c,?j,300,2,,2002,5,0,,0,"133,758","505,248","1,077,235","2,786,096","10,205",1,1,1,1,1,0.205,0,2148,0.96,410,"4,332",9.59,1.218,0.003,362,0.96,"4,332",9.59,A
A,776,0.86,?c,?`,300,51,,1976,31,0,,0,"133,758","505,248","1,077,235","2,786,096","227,821",1,1,1,1,1,0.205,0.01,96,0.96,"9,145","4,541",0.45,1.218,0.062,16,1.76,"8,325",0.83,C
A,777,0.9,?c,?s,100,38,,1974,33,0,,0,"2,954,136","505,248","1,077,235","2,786,096","169,607",1,1,1,1,1,0.205,0.008,129,0.96,"6,808","7,193",0.96,1.218,0.046,22,1.43,"10,714",1.43,B
A,778,0.86,?c,?s,150,102,,1979,28,0,,0,"53,133","505,248","1,077,235","2,786,096","459,665",1,1,1,1,1,0.205,0.021,48,0.97,"18,452","4,735",0.23,1.218,0.124,8,3.05,"14,888",0.73,C
A,779,1.22,?c,?`,300,304,,1970,37,0,,0,"133,758","505,248","1,077,235","2,786,096","1,368,684",1,1,1,1,1,0.205,0.062,16,1.76,"54,941","10,333",0.17,1.218,0.371,3,7.4,"43,446",0.72,C
A,780,0.86,?c,?r?Q,300,541,,2002,5,0,,0,"2,954,136","505,248","1,077,235","2,786,096","2,434,213",1,1,1,1,1,0.205,0.111,9,2.77,"97,713","27,027",0.25,1.218,0.659,2,10.88,"106,155",0.99,C
A,781,0.9,?c,?s,150,54,,1980,27,0,,0,"53,133","505,248","1,077,235","2,786,096","240,936",1,1,1,1,1,0.205,0.011,91,0.96,"9,672","4,476",0.42,1.218,0.065,15,1.85,"8,626",0.81,C
A,782,0.86,?c,?s,150,174,,1988,19,0,,0,"2,954,136","505,248","1,077,235","2,786,096","781,489",1,1,1,1,1,0.205,0.036,28,1.25,"31,370","10,130",0.29,1.218,0.212,5,4.61,"37,360",1.08,B
A,783,0.86,?c,?m?r,100,52,,2002,5,0,,0,"53,133","505,248","1,077,235","2,786,096","234,057",1,1,1,1,1,0.205,0.011,94,0.96,"9,395","4,470",0.43,1.218,0.063,16,1.76,"8,194",0.79,C
A,784,0.86,?c,?j,150,10,,2002,5,0,,0,"53,133","505,248","1,077,235","2,786,096","44,852",1,1,1,1,1,0.205,0.002,489,0.96,"1,800","4,288",2.16,1.218,0.012,82,0.96,"4,288",2.16,A
A,785,0.9,?c,?m?r,150,50,,2002,5,0,,0,"2,954,136","505,248","1,077,235","2,786,096","223,213",1,1,1,1,1,0.205,0.01,98,0.96,"8,960","7,244",0.73,1.218,0.06,17,1.69,"12,753",1.29,B
A,786,0.9,?c,?j,150,4,,2002,5,0,,0,"53,133","505,248","1,077,235","2,786,096","19,173",1,1,1,1,1,0.205,0.001,1143,0.96,770,"4,263",5.02,1.218,0.005,193,0.96,"4,263",5.02,A
A,787,0.86,?c,?j,150,6,,2002,5,0,,0,"53,133","505,248","1,077,235","2,786,096","25,886",1,1,1,1,1,0.205,0.001,847,0.96,"1,039","4,270",3.73,1.218,0.007,143,0.96,"4,270",3.73,A
A,788,0.86,?c,?`,300,29,,1976,31,0,,0,"133,758","505,248","1,077,235","2,786,096","129,690",1,1,1,1,1,0.205,0.006,169,0.96,"5,206","4,447",0.78,1.218,0.035,28,1.25,"5,790",1.01,B
A,789,0.86,?c,?j,300,20,,2005,2,0,,0,"133,758","505,248","1,077,235","2,786,096","92,077",1,1,1,1,1,0.205,0.004,238,0.96,"3,696","4,411",1.08,1.218,0.025,40,1.05,"4,824",1.18,A
A,790,1.1,?c,?s,150,34,,1989,18,0,,0,"536,574","505,248","1,077,235","2,786,096","152,473",1,1,1,1,1,0.205,0.007,144,0.96,"6,120","4,855",0.72,1.218,0.041,24,1.35,"6,828",1.01,B
A,791,1.1,?c,?s,200,66,,1979,28,0,,0,"2,954,136","1,108,951","1,077,235","2,786,096","295,338",1,1,1,1,1,0.205,0.013,74,0.96,"11,855","7,893",0.6,1.218,0.08,13,2.06,"16,937",1.3,B
A,792,1.1,?c,?s,200,5,,1989,18,0,,0,"2,954,136","505,248","1,077,235","2,786,096","20,865",1,1,1,1,1,0.205,0.001,1051,0.96,838,"7,050",7.63,1.218,0.006,177,0.96,"7,050",7.63,A
A,793,2.51,?c,?s,200,116,,1979,28,0,,0,"2,954,136","505,248","1,077,235","2,786,096","520,415",1,1,1,1,1,0.205,0.024,42,1.03,"20,890","8,078",0.35,1.218,0.141,7,3.42,"26,824",1.17,B
A,794,0.69,?c,?s,200,2,,1994,13,0,,0,"2,954,136","505,248","1,077,235","2,786,096","9,674",1,1,1,1,1,0.205,0,2266,0.96,388,"7,039",16.46,1.218,0.003,382,0.96,"7,039",16.46,A
A,795,1.1,?c,?`,300,86,,1979,28,0,,0,"2,954,136","505,248","1,077,235","2,786,096","388,279",1,1,1,1,1,0.205,0.018,56,0.96,"15,586","7,403",0.43,1.218,0.105,10,2.53,"19,509",1.14,B
A,796,1.1,?c,?j,300,4,,1989,18,0,,0,"2,954,136","505,248","1,077,235","2,786,096","18,934",1,1,1,1,1,0.205,0.001,1158,0.96,760,"7,048",8.42,1.218,0.005,195,0.96,"7,048",8.42,A
A,797,0.85,?c,?s,200,144,,1991,16,0,,0,"536,574","505,248","1,077,235","2,786,096","649,785",1,1,1,1,1,0.205,0.03,34,1.14,"26,083","6,333",0.22,1.218,0.176,6,3.92,"21,775",0.76,C
A,798,0.85,?c,?j,300,8,,1989,18,0,,0,"536,574","505,248","1,077,235","2,786,096","34,093",1,1,1,1,1,0.205,0.002,643,0.96,"1,369","4,742",3.14,1.218,0.009,108,0.96,"4,742",3.14,A
A,799,0.69,?c,?j,200,3,,2001,6,0,,0,"2,954,136","505,248","1,077,235","2,786,096","14,202",1,1,1,1,1,0.205,0.001,1543,0.96,570,"7,043",11.21,1.218,0.004,260,0.96,"7,043",11.21,A
A,800,0.85,?c,?s,200,255,,1975,32,0,,0,"133,758","505,248","1,077,235","2,786,096","1,147,607",1,1,1,1,1,0.205,0.052,19,1.58,"46,067","8,927",0.18,1.218,0.311,3,7.4,"41,810",0.82,C
A,801,0.69,?c,?r?Q,300,260,,1981,26,0,,0,"1,610,800","505,248","1,077,235","2,786,096","1,169,922",1,1,1,1,1,0.205,0.053,19,1.58,"46,962","11,296",0.22,1.218,0.317,3,7.4,"52,905",1.02,B
A,802,0.69,?c,?s,150,301,,1985,22,0,,0,"1,610,800","505,248","1,077,235","2,786,096","1,352,815",1,1,1,1,1,0.205,0.062,16,1.76,"54,304","12,905",0.22,1.218,0.366,3,7.4,"54,258",0.91,C
A,803,0.69,?c,?r?Q,300,36,,2001,6,0,,0,"2,954,136","505,248","1,077,235","2,786,096","162,695",1,1,1,1,1,0.205,0.007,135,0.96,"6,531","7,186",1,1.218,0.044,23,1.39,"10,405",1.45,B
A,804,2.51,?c,?s,100,4,,1994,13,0,,0,"2,954,136","505,248","1,077,235","2,786,096","17,664",1,1,1,1,1,0.205,0.001,1241,0.96,709,"7,047",9.02,1.218,0.005,209,0.96,"7,047",9.02,A
A,805,1.1,?c,?m?r,100,51,,2006,1,0,,0,"536,574","505,248","1,077,235","2,786,096","230,206",1,1,1,1,1,0.205,0.011,95,0.96,"9,241","4,930",0.48,1.218,0.062,16,1.76,"9,038",0.89,C
A,806,1.1,?c,?m?r,100,5,,2006,1,0,,0,"536,574","505,248","1,077,235","2,786,096","23,836",1,1,1,1,1,0.205,0.001,920,0.96,957,"4,732",4.49,1.218,0.006,155,0.96,"4,732",4.49,A
A,807,1.1,?c,?m?r,150,230,,2006,1,0,,0,"536,574","505,248","1,077,235","2,786,096","1,035,362",1,1,1,1,1,0.205,0.047,21,1.47,"41,561","8,733",0.19,1.218,0.28,4,5.66,"33,623",0.73,C
A,808,1.1,?c,?m?r,200,323,,2006,1,0,,0,"2,954,136","505,248","1,077,235","2,786,096","1,452,895",1,1,1,1,1,0.205,0.066,15,1.85,"58,321","16,235",0.25,1.218,0.393,3,7.4,"64,940",1.01,B
A,809,1.1,?c,?m?r,100,117,,2006,1,0,,0,"2,954,136","505,248","1,077,235","2,786,096","526,819",1,1,1,1,1,0.205,0.024,42,1.03,"21,147","8,085",0.35,1.218,0.143,7,3.42,"26,845",1.15,B
A,810,0.69,?c,?s,200,23,,1979,28,0,,0,"2,954,136","505,248","1,077,235","2,786,096","103,944",1,1,1,1,1,0.205,0.005,211,0.96,"4,172","7,130",1.55,1.218,0.028,36,1.11,"8,244",1.79,A
A,811,0.69,?c,?`,300,33,,1972,35,0,,0,"1,610,800","505,248","1,077,235","2,786,096","148,316",1,1,1,1,1,0.205,0.007,148,0.96,"5,954","5,883",0.9,1.218,0.04,25,1.32,"8,089",1.23,B
A,812,0.69,?c,?r?Q,300,67,,2001,6,0,,0,"2,954,136","505,248","1,077,235","2,786,096","302,196",1,1,1,1,1,0.205,0.014,73,0.96,"12,131","7,320",0.55,1.218,0.082,12,2.19,"16,699",1.25,B
A,813,0.69,?c,?j,300,3,,2001,6,0,,0,"2,954,136","505,248","1,077,235","2,786,096","14,343",1,1,1,1,1,0.205,0.001,1528,0.96,576,"7,044",11.1,1.218,0.004,257,0.96,"7,044",11.1,A
A,814,0.69,?c,?s,150,163,,1986,21,0,,0,"1,610,800","505,248","1,077,235","2,786,096","731,208",1,1,1,1,1,0.205,0.033,30,1.21,"29,352","8,120",0.25,1.218,0.198,5,4.61,"30,936",0.96,C
A,815,0.69,?c,?j,200,3,,2001,6,0,,0,"2,954,136","505,248","1,077,235","2,786,096","14,995",1,1,1,1,1,0.205,0.001,1462,0.96,602,"7,044",10.62,1.218,0.004,246,0.96,"7,044",10.62,A
A,816,0.69,?c,?s,200,39,,1979,28,0,,0,"2,954,136","505,248","1,077,235","2,786,096","175,229",1,1,1,1,1,0.205,0.008,125,0.96,"7,034","7,198",0.93,1.218,0.047,21,1.47,"11,022",1.42,B
A,817,0.98,?c,?`,300,448,,1970,37,0,,0,"2,954,136","1,108,951","1,077,235","2,786,096","2,012,529",1,1,1,1,1,0.205,0.092,11,2.35,"80,786","23,357",0.26,1.218,0.545,2,10.88,"108,136",1.21,B
A,818,0.98,?c,?`,300,2,,1967,40,0,,0,"2,954,136","1,108,951","1,077,235","2,786,096","6,944",1,1,1,1,1,0.205,0,3157,0.96,279,"7,616",24.77,1.218,0.002,532,0.96,"7,616",24.77,A
A,819,0.99,?c,?s,200,2,,1969,38,0,,0,"2,954,136","505,248","1,077,235","2,786,096","6,891",1,1,1,1,1,0.205,0,3181,0.96,277,"7,036",23.05,1.218,0.002,536,0.96,"7,036",23.05,A
A,820,0.99,?c,?s,200,1,,1994,13,0,,0,"2,954,136","505,248","1,077,235","2,786,096","4,091",1,1,1,1,1,0.205,0,5359,0.96,164,"7,034",38.92,1.218,0.001,903,0.96,"7,034",38.92,A
A,821,0.99,?c,?`,300,5,,1968,39,0,,0,"2,954,136","505,248","1,077,235","2,786,096","23,675",1,1,1,1,1,0.205,0.001,926,0.96,950,"7,053",6.74,1.218,0.006,156,0.96,"7,053",6.74,A
A,822,1.1,?c,?j,200,8,,2001,6,0,,0,"2,954,136","1,108,951","1,077,235","2,786,096","35,328",1,1,1,1,1,0.205,0.002,620,0.96,"1,418","7,643",4.89,1.218,0.01,105,0.96,"7,643",4.89,A
A,823,1.1,?c,?s,200,53,,1974,33,0,,0,"2,954,136","505,248","1,077,235","2,786,096","236,350",1,1,1,1,1,0.205,0.011,93,0.96,"9,487","7,257",0.69,1.218,0.064,16,1.76,"13,304",1.27,B
A,824,1.1,?c,?j,200,3,,2001,6,0,,0,"2,954,136","505,248","1,077,235","2,786,096","13,298",1,1,1,1,1,0.205,0.001,1648,0.96,534,"7,043",11.97,1.218,0.004,278,0.96,"7,043",11.97,A
A,825,0.99,?c,?`,200,3,,1968,39,0,,0,"536,574","505,248","1,077,235","2,786,096","14,021",1,1,1,1,1,0.205,0.001,1563,0.96,563,"4,722",7.61,1.218,0.004,263,0.96,"4,722",7.61,A
A,826,0.86,?c,?j,300,4,,2005,2,0,,0,"2,954,136","1,108,951","1,077,235","2,786,096","16,600",1,1,1,1,1,0.205,0.001,1320,0.96,666,"7,625",10.39,1.218,0.004,222,0.96,"7,625",10.39,A
A,827,0.86,?c,?s,100,4,,1994,13,0,,0,"2,954,136","1,108,951","1,077,235","2,786,096","18,760",1,1,1,1,1,0.205,0.001,1168,0.96,753,"7,627",9.19,1.218,0.005,197,0.96,"7,627",9.19,A
A,828,0.86,?c,?j,300,2,,1994,13,0,,0,"2,954,136","1,108,951","1,077,235","2,786,096","11,019",1,1,1,1,1,0.205,0.001,1989,0.96,442,"7,620",15.64,1.218,0.003,335,0.96,"7,620",15.64,A
A,829,0.86,?c,?`,300,58,,1967,40,0,,0,"2,954,136","1,108,951","1,077,235","2,786,096","261,356",1,1,1,1,1,0.205,0.012,84,0.96,"10,491","7,860",0.68,1.218,0.071,14,1.95,"15,966",1.38,B
A,830,0.86,?c,?`,200,2,,1967,40,0,,0,"2,954,136","1,108,951","1,077,235","2,786,096","8,505",1,1,1,1,1,0.205,0,2577,0.96,341,"7,618",20.27,1.218,0.002,434,0.96,"7,618",20.27,A
A,831,0.86,?c,?s,200,37,,1972,35,0,,0,"2,954,136","1,108,951","1,077,235","2,786,096","164,913",1,1,1,1,1,0.205,0.008,133,0.96,"6,620","7,768",1.06,1.218,0.045,22,1.43,"11,571",1.59,A
A,832,0.98,?c,?`,300,7,,1972,35,0,,0,"2,954,136","1,108,951","1,077,235","2,786,096","33,061",1,1,1,1,1,0.205,0.002,663,0.96,"1,327","7,641",5.23,1.218,0.009,112,0.96,"7,641",5.23,A
A,833,0.98,?c,?m?r,100,65,,2005,2,0,,0,"2,954,136","1,108,951","1,077,235","2,786,096","291,517",1,1,1,1,1,0.205,0.013,75,0.96,"11,702","7,889",0.61,1.218,0.079,13,2.06,"16,929",1.31,B
A,834,0.98,?c,?`,300,10,,1967,40,0,,0,"2,954,136","1,108,951","1,077,235","2,786,096","46,476",1,1,1,1,1,0.205,0.002,472,0.96,"1,866","7,654",3.72,1.218,0.013,79,0.96,"7,654",3.72,A
A,835,0.98,?c,?j,300,2,,1994,13,0,,0,"2,954,136","1,108,951","1,077,235","2,786,096","10,469",1,1,1,1,1,0.205,0,2094,0.96,420,"7,619",16.46,1.218,0.003,353,0.96,"7,619",16.46,A
A,836,0.98,?c,?`,300,82,,1967,40,0,,0,"2,954,136","1,108,951","1,077,235","2,786,096","370,264",1,1,1,1,1,0.205,0.017,59,0.96,"14,863","7,965",0.49,1.218,0.1,10,2.53,"20,991",1.28,B
A,837,0.98,?c,?`,300,11,,1974,33,0,,0,"2,954,136","1,108,951","1,077,235","2,786,096","47,421",1,1,1,1,1,0.205,0.002,462,0.96,"1,904","7,655",3.65,1.218,0.013,78,0.96,"7,655",3.65,A
A,838,0.98,?c,?`,300,170,,1967,40,0,,0,"2,954,136","1,108,951","1,077,235","2,786,096","763,600",1,1,1,1,1,0.205,0.035,29,1.23,"30,652","10,689",0.32,1.218,0.207,5,4.61,"40,061",1.19,B
A,839,0.98,?c,?`,200,3,,1967,40,0,,0,"2,954,136","1,108,951","1,077,235","2,786,096","14,550",1,1,1,1,1,0.205,0.001,1507,0.96,584,"7,623",11.84,1.218,0.004,254,0.96,"7,623",11.84,A
